Step by step,Rating,Image Link,Count Rating,Title,Ingredients,Preparation Time,Finish Time
"Vruchten een dag van te voren vast wassen en wellen, doe dit in handwarm water ca. 30 min. De spijs afslappen tot het rolbaar is, dit kan met ei maar ook met water.|Bloem, gist, zout, suiker, boter en olie bij elkaar in een bekken of schaal.|Water niet in een keer toevoegen, begin met ca. 250 gram. Dit omdat de water opname van de bloem kan verschillen.|Maak een soepel en niet te stijf deeg met machine of handmatig, laat het deeg even rusten ca. 5 minuten en werk dan de vruchten er door.|Maak een bol van het deeg en laat het vervolgens een 20 min rijzen bij ca 28°C.|Dan de bol platslaan buiten kanten naar binnen en over elkaar slaan aandrukken en op rollen tot punt vorm dan  20 min laten rijzen.|Rol de spijs op de gewenste lengte.|Deeg punt plat slaan, iets in lengterichting uitrekken, het uiteinde naar binnen vouwen en weer plat drukken, dan spijsrol in rollen.|Deeg op bakplaat of in bakblik leggen en ca. 1 uur laten rijzen, vervolgens afbakken op 190°C.|Uit de oven afstrijken met roomboter voor mooie glans en smaak.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/88245c72-39c5-4167-a584-693df347a044.jpg,(0),Rozijnen-krentenbrood met spijs,350 gr bloem|10 gr droge gist|8 gr zout|15 gr suiker|40 gr boter|40 gr (mais)olie|ca. 300 gr water|300 gr rozijnen|100 gr krenten|10 gr citroenrasp|150 gr spijs,20,"2,25"
"Zeef het meel en het zout in een mengkom en maak een kuiltje in het midden.|Voeg genoeg karnemelk toe en mix om een zacht maar niet plakkerig deeg te maken.|Kneed licht op een goed met bloem bedekt werkoppervlak.|Vorm er een cirkel van, van ongeveer een halve centimeter dik en snijd het met een broodmes in vieren of achten.|Bedek een bakplaat met wat bloem en leg de brood-koekjes op de bakplaat.|Bak ze 4 tot 5 minuten aan elke kant. Het kan iets langer duren.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/b5dfe397-c9ce-42ce-8ced-f7772bbde5ea.jpg,(3),Sodabrood,300 gr zelfrijzend bakmeel|een halve theelepel zout|250 ml karnemelk,15,25
"Voeg de venkel, komijn, karwij, bulgur, boter, melasse en sinaasappelrasp toe aan het kokende water. Laat dit 1 uur weken om de smaken goed te laten vermengen en de bulgur zacht te maken.|Voeg het bulgurmengsel met de baksoda, roggebloem, broodbloem, gist, glutenmeel en karnemelk toe aan de pan van een broodmachine in de door de gebruiksaanwijzing aanbevolen volgorde. Selecteer Witbrood en Lichte Korst. Druk op Start.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/1c8348d3-c33d-4b28-a063-551cd3eeb272.jpg,(11),Zweeds Limpa brood,300ml kokend water|1 theel venkelzaad|1 theel komijnzaad|1 theel karwijzaad|4 eetl bulgur|50g boter|2 1/4 eetl melasse|1 eetl sinaasappelrasp|1/4 theel baksoda|150g roggebloem|200g broodbloem|2 theel droge gistkorrels|2 theel glutenmeel|3 eetl karnemelk,1,4
"Meng alle droge ingrediënten goed door elkaar in een kom. Voeg het water toe en meng met en lepel door.|Bedek de kom met plasticfolie en laat tenminste 12 uur maar niet langer dan 24 uur rusten (de tijd is afhankelijk van de omgevingstemperatuur, ongeveer 21°C is ideaal).|Leg het deeg op een met bloem bestoven werkvlak. Vorm het deeg voorzichtig tot een bal. Dek af met een doek en laat 2 uur rijzen.|Zet een vuurvaste gietijzeren pan met een zware deksel in de oven om voor te verwarmen. Verwarm de oven voor op 230°C.|Haal de hete pan uit de oven en leg het deeg voorzichtig in de hete gietijzeren pan en dek af met het deksel. Bak 30 minuten, haal dan de deksel van de pan en bak nog eens 15 minuten in de oven.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/9deb66aa-59c7-406a-829f-2c107592fe70.jpg,(0),Knapperig brood met lijnzaad en pecannoten,"420 gr tarwebloem|1 1/4 theelepel zout|1/4 theelepel droge gist|2 eetlepels lijnzaadmeel|1 grote handvol pecannoten, fijngehakt|350 ml lauwwarm water",15,15
"Verwarm de oven voor op 150°C. Bedek een bakplaat met bakpapier.|Meng zure room en de eidooiers samen tot een glad mengsel.|Doe de eiwitten en het bakpoeder in een schone kom; klop met een elektrische mixer helemaal stijf.|Schep voorzichtig het room-eidooiermengsel door de ewitten, tot het net gemengd is.|Schep het beslag in hoopjes op de bakplaat in een diameter van 10 cm en strijk de pieken een beetje glad met de achterkant van een lepel.|Bak 17-20 minuten in de voorverwarmde oven goudbruin.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/d7eca0e1-b2aa-405a-a98d-8802e9b2ff11.jpg,(0),Cloud bread van zure room,"2 eetlepels zure room|2 eieren, gesplitst|1/4 theelepel bakpoeder",10,27
"Los de gist op in 60 ml warm water, voeg de honing en 100 gr bloem toe. Laat onbedekt 10 - 15 minuten staan.|Voeg het resterende water toe, de havermoutvlokken, het vlaszaad en zout. Meng goed.|Voeg de resterende bloem toe, maak er een bal van en leg op een werkoppervlak.|Kneed ongeveer 5 tot 7 minuten. Leg het deeg in een schone, ingevette kom.|Zet op een warme plek en laat 2 uur rijzen zodat het verdubbeld in grootte.|Kneed het deeg en maak er 2 broden van. Leg op een bakplaat, maak inkepingen in het oppervlak, bedek met plasticfolie en laat nog 1 uur rijzen.|Verwarm de oven voor op 280 graden C. en bak 35 - 45 minuten.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/75dac3ce-0cd4-4885-8dfa-2b622f4f3b91.jpg,(9),Brood met havermout en vlaszaad,7 gr droge actieve gist|300 ml warm water|2 eetlepels honing|1/2 kopje (125 ml) havermoutvlokken|2 eetlepels vlaszaad|3 kopjes bloem|1 theelepel zout,30,"4,15"
"Meng bloem, water en gist in een grote kom. Mix een paar minuten; voeg zout toe en kneed 2-3 minuten in de kom. Het deeg hoort erg plakkerig te zijn.|Dek de kom af en zet een nacht of 18 uur in de koelkast.|Laat het deeg op kamertemperatuur komen in 15 minuten. Druk het deeg in en vouw het 3 of 4 keer.|Verdeel het deeg in 3 gelijke ballen. Rol elke bal uit op een bebloemd oppervlak en druk iets plat tot je 3 broodjes hebt van 30 cm lang en 10 cm breed.|Vet een bakplaat met olie in en bestrooi met griesmeel. Leg de broden erop, dek af met een doek en laat 2 uur rijzen op kamertemperatuur.|Verwarm de oven voor op 220°C.|Bak de ciabatta 35 minuten in de voorverwarmde oven.|Haal uit de oven en laat helemaal afkoelen op een rooster voor je het aansnijdt en serveert.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/b303f0e5-3649-4a66-95f9-81ee806e9a0f.jpg,(1),Italiaanse ciabatta,"500 gr 00 bloem|320 ml water|2 gr droge gist, of 5 gr verse gist|9 gr zout|extra vergine olijfolie, om in te vetten|fijn griesmeel of maismeel, om te bestuiven",15,"20,55"
"De oven voorverwarmen op 200°C.|Snijd de pompoen doormidden, verwijder de zaadjes en besprenkel met wat olijfolie. Rooster 45 -60 minuten, of tot de pompoen zacht genoeg is om te prakken of pureren. Zet opzij om af te koelen.|Los de gist op in het water, laat 5 minuten staan.|Voeg de gepureerde pompoen, melk, losgeklopte eieren, boter, bruine suiker en zout toe, meng goed. Voeg geleidelijk de bloem toe, ongeveer 100 gr per keer; meng tot een glad geheel. Voeg meer bloem toe om een deeg te vormen. Leg op een schoon, met bloem bestoven werkvlak, kneed tot een glad geheel, ongeveer 5 minuten. Leg in een glazen kom, licht ingevet met plantaardige olie en rol rond om het deeg met een laagje olie te bedekken. Dek af met een schone theedoek en laat rijzen op een warme plaats tot het verdubbeld is in volume, in ongeveer 1 uur.|Verdeel het deeg en maak er drie broden van, en leg ieder in een ingevette broodvorm met een inhoud van ong. 450 gr. Dek af en laat rijzen op een warme plaats tot het verdubbeld is, in ongeveer 30 minuten.|De oven voorverwarmen op 200°C.|Bak ze 25-30 minuten of tot de bovenkanten goudbruin zijn. Haal uit de blikken en laat afkoelen op een rooster.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/43ae7a42-2303-47a6-8be2-998968d8b1aa.jpg,(0),Brood van geroosterde muskaatpompoen,"300 gr (ongeveer 2 middelgrote) geroosterde muskaatpompoen, gepureerd|olijfolie|14 gr gedroogde gist|120 ml warm water|235 ml melk, enigszins warm|2 losgeklopte eieren|75 gr boter, gesmolten|65 gr bruine suiker|een snufje zout|850 gr tarwebloem, plus meer voor het kneden",25,50
"Verwarm de oven voor op 180 °C. Vet een broodvorm van 900 ml in en bedek hem met bakpapier. Zeef de bloem en het bakpoeder boven een kom en wrijf er dan de boter door met uw vingertoppen, tot fijne kruimels ontstaan. Roer de suiker erdoor en maak in het midden een kuiltje.|Doe de zwarte bessen en de munt in het kuiltje in het bloemmengsel en giet er ook het sinaasappelsap in. Meng de droge ingrediënten langzaam met de vloeistof tot alles goed is gemengd. Het deeg moet zacht zijn, voeg anders nog een beetje sinaasappelsap toe.|Doe het deeg in de voorbereide broodvorm en strijk het glad. Bak het brood circa 1¼ uur of tot het gerezen en mooi bruin is en stevig aanvoelt. Als na 50 minuten het brood te bruin begint te worden, leg er dan losjes een stuk folie over.|Laat het brood in de vorm afkoelen gedurende 5 minuten en leg het dan op een rooster om verder af te koelen. Dit brood is de dag na de bereiding het lekkerst en is tot 3 dagen houdbaar in een luchtdichte doos.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/42bd479a-74f7-4587-91bf-daa54f2ae53a.jpg,(0),Zwarte-bessenbrood,"350 g zelfrijzende bloem|1 tl bakpoeder|50 g boter, in kleine blokjes gesneden|100 g lichtbruine ruwe rietsuiker|150 g verse zwarte bessen|3 el fijngehakte, verse munt|150 ml sinaasappelsap, of zoveel als nodig is",20,"1,35"
"Meng de bloem, zout en het bier. Maak er een deeg van. Dek af en zet 40 minuten opzij.|Kneed het deeg 5 tot 10 minuten. Rol er een 5 cm dikke deegstam van. Snijd deze in 12 stukjes.|Doe de stukjes terug in de kom en laat ze nog eens 10 minuten staan.|Snijd 1 teentje knoflook in 12 stukjes.|Verhit de olie in een diepe pan.|Duw een stukje knoflook in het midden van elke stukje deeg. Rol uit en maak plat voordat je ze in de hete olie doet.|Het deeg zal naar boven komen, wacht tot de randen mooi goudbruin zijn voordat je ze omdraait - 1 tot 2 minuten. (houdt de temperatuur goed in de gaten).|Leg de gebakken Langos op keukenrol. Ga door tot alle deeg op is.|Snijd het tweede teentje knoflook door midden en wrijf hiermee over het brood voordat je het eet, terwijl het nog warm is.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/31ebffbc-e2b1-4cb3-8ffa-104a612203ba.jpg,(0),Lángos met bier,310 gr zelfrijzend bakmeel|1/4 theelepel zout|200 ml bier (op kamertemperatuur)|2 of meer teentjes knoflook|1 liter plantaardige olie (voor te frituren),1,"1,15"
"Roer in een kommetje 1 eetl. suiker door het lauwwarme water. Strooi de gist erover. Laat dit 5 min. staan tot zich schuim vormt. Roer het om.|Doe aardappelpuree, melk, 2 eetl. suiker, boter en zout in een pan en verwarm het tot de boter smelt. Druk de puree door een pureeknijper in een grote kom. Meng er het gistmengsel en 330 g bloem door, zodat u een deeg krijgt.|Strooi de resterende 110 g bloem op uw werkvlak en leg het deeg hierop. Kneed het deeg circa 10 min. tot het glad en elastisch is. Voeg hierbij zo nodig nog wat bloem toe. Wentel de deegbal rond in een licht met olie ingevette kom. Dek deze losjes af met folie en laat het deeg op een warme plaats in circa 1¼ uur uitrijzen tot het dubbele volume.|Vet een broodvorm van 22 × 12 cm licht in met olie. Sla het deeg terug, kneed het nog even door en druk het in de bakvorm. Laat het losjes afgedekt met plasticfolie op een warme plaats in circa 45 min. narijzen tot het dubbele volume.|Verwarm de oven voor op 175°C. Bestrijk het brood met het ei en strooi het maanzaad erover. Kerf de bovenkant overlangs in met een mes.|Bak het brood 40 tot 45 min. tot het gaar is en enigszins wijkt van de randen. Stort het op een rooster en laat het minstens 1 uur afkoelen.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/e30eb6e7-2e6e-4a64-a4c7-677d91dc7e0d.jpg,(0),Zoet aardappelbrood met maanzaad,"3 eetl. suiker|4 eetl. lauwwarm water (40-45°C)|1 zakje gedroogde gist|250 g gepureerde aardappel|2½ dl magere melk|30 g boter|1½ theel. zout|440 g bloem (+ een beetje extra)|beetje plantaardige olie|1 groot ei, losgeroerd met 1 eetl. melk|2 theel. maanzaad","2,25","3,10"
"Verwarm de oven voor op 175°C. Vet een bakplaat in. Meng de tarwebloem, witte bloem, bakpoeder en zout samen in een kom.|Mix de plantaardige olie, het kokend hete water, de honing en de melasse door het bloemmengsel en roer tot een glad mengsel. Kneed het deeg op een met bloem bestoven werkvlak een paar keer goed door en verdeel het deeg in vieren. Rol elk kwart deeg op in een bal. Druk elke deegbal uit tot een cirkel van ong. 1/2 cm dik, en leg ze daarna op de bakplaat. Je kunt eventueel kruislings markeringen met een mes aanbrengen op het brood, zodat je ze na het bakken beter kunt breken.|Bak de broodjes in de voorverwarmde oven bruin, ongeveer 15 minuten. Indien gewenst kun je de broodjes met gesmolten boter insmeren nadat ze uit de oven komen.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/217509.jpg,(15),Volkoren melasse broodjes,"240 gr volkoren tarwebloem|125 gr bloem|1 1/4 theelepel bakpoeder|1 1/4 theelepel zout|4 theelepels plantaardige olie (bijvoorbeeld zonnebloemolie)|200 ml kokend water|3 eetlepels honing|3 eetlepels melasse|15 gr boter, gesmolten",15,30
Verwarm de oven voor op 180°C.|Bekleed een ovenvaste koekenpan met bakpapier.|Kneed alle ingrediënten door elkaar. Voeg als laatste een zelfgekozen hoeveelheid walnoten en zongedroogde tomaten toe.|Schep het mengsel in de koekenpan met bakpapier. Zorg dat er geen tomaten aan de buitenkant van het brood zitten want die verbranden.|Bak het ongeveer 40 minuten in de oven tot een prikker in het brood gestoken er schoon uit komt.,"<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/3e03bbef-4873-41a1-8969-298eee0c0568.jpg,(0),Kruidenbrood met gedroogde tomaten en walnoten,300 gram volkorenbloem|25 gram bakpoeder|125 ml melk|4 eetlepel olijfolie|½ eetlepel zout|1 eetlepel gedroogde rozemarijn|1 eetlepel gedroogde tijm|1 teentje knoflook|walnoten|zongedroogde tomaten,15,55
"In een kopje het verbrokkelde gist over de helft van de warme melk strooien. In ong. 15 minuten romig laten worden.|In een andere kom 2 eieren met boter en resterende warme melk mengen.|In een mengkom het volkorenmeel met zout, nootmuskaat, krenten en sukade mengen. Maak een kuiltje in het midden en schenk daar gistmengsel, boter, eiermengsel en honing in. Als het deeg gepakt heeft op een licht bebloemd oppervlak in ong. 8 minuten zacht en soepel kneden.|Een grote mengkom licht met olie invetten en daarin het deeg een olielaagje geven. Afdekken met een vochtige doek en op een warme plek in ong. 1 uur tot verdubbeld volume laten rijzen. Intussen de kruizen voor de bolletjes maken: deeg maken van witte bloem en 125 gr boter. Uitrollen en in smalle reepjes snijden. Apart zetten.|Het deeg neerslaan en op een licht bebloemd oppervlak in 16 gelijke stukken verdelen. Vorm het deeg in bolletjes en verdeel ze over licht ingevette bakplaten.|De reepjes deeg losjes over de bolletjes leggen zodat ze de bakplaat aan beide zijden raken. Hierdoor worden de broodjes groter. De oven voorverwarmen op 200°C/gasstand 7.|1 ei en 2 eetlepels melk opkloppen. De bolletjes met het mengsel besmeren en 20 minuten op een warme plek laten rijzen.|Een schaal met heet water onder in de oven zetten. Dit maakt de lucht vochtig en geeft de bolletjes een dun, zacht korstje. De bolletjes 20 minuten in de voorverwarmde oven goudbruin bakken. Op een rooster laten afkoelen en opengesneden en beboterd serveren.","<span class=""mediumStar rating4""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/705c5894-1ccc-44a5-bbc8-4ef0b1246563.jpg,(16),Volkoren Hot Cross-broodjes,"1 eetlepel droog gist|300 ml warme melk (45°C)|2 eieren, geklopt|75 gr boter, op kamertemperatuur|475 gr volkorenmeel|1/2 theelepel zout|1/2 theelepel gemalen nootmuskaat|75 gr krenten|85 gr sukade|5 eetlepels honing|125 gr witte bloem|125 gr boter|1 ei, licht geklopt|2 eetlepels melk","7,50","8,10"
"Doe water, ei, suiker, olie, gist en zout in een blender. Meng goed tot een gladde massa.|Doe het deeg in een grote kom en voeg geleidelijk de bloem toe, terwijl je kneedt.|Vorm de broden en leg ze op een ingevette bakplaat en laat een half uur rusten op een warme plaats.|Bak een half uur in de voorverwarmde oven op 180 º C.","<span class=""mediumStar rating5""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/2032aa41-91b6-492a-98ad-50c20825698b.jpg,(11),Blender brood,1 kopje water|1 ei|3 eetlepels suiker|3 eetlepels olie|30 gr verse gist|1 theelepel zout|5 kopjes bloem,15,45
Doe alle ingrediënten in de kom van de broodbakmachine volgens de gebruiksaanwijzing van de machine. Selecteer bruinbrood en zet aan.,"<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/03bdd2ef-213c-4270-905e-f414854b7bf8.jpg,(51),Brood met honing en lijnzaad,260 ml water|1½ eetlepel lijnzaadolie|3 eetlepels honing|½ eetlepel vloeibare lecithine|360 gr volkorenbloem|80 gr lijnzaad|2 eetlepels tarwebloem|3 eetlepels weipoeder|1½ theelepel zeezout|2 theelepels droge gistkorrels,5,"3,5"
"Water, gist, olie en honing in het bakje van broodmachine doen en roeren zodat het gist oplost. In ong. 10 minuten romig laten worden.|Weetabix, volkorenmeel, bloem, lijnzaadmeel en zout in een kom vermengen en vervolgens aan de broodmachine toevoegen. Selecteer menu voor volkorenbrood en druk op Start.|Als het deeg gerezen is uit de broodmachine halen en op een licht bebloemd oppervlak leggen. Tot een brood vormen en in een licht ingevette bakvorm van 23x12 cm leggen. In ong. 45 minuten tot verdubbeld volume laten rijzen. Intussen de oven voorverwarmen op 180°C/gasstand 4.|Ong. 30 minuten bakken tot de bovenkant goudbruin is en de onderkant hol klinkt als je er tegen klopt.","<span class=""mediumStar rating35""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/e1291aa3-36d1-426b-a6a7-7801a7f001d8.jpg,(15),Gezond zemel-lijnzaadbrood,"350 ml water|2 1/2 theelepel droog bakkersgist|2 eetlepels koolzaadolie|3 eetlepels honing|150 gr Weetabix, verkruimeld|175 gr volkorenmeel|175 gr bloem|75 gr lijnzaadmeel|1/2 theelepel zout",25,55
"Verwarm de oven voor op 140 C / gasoven stand 1. Verspreid de pecannoten op een bakplaat, en rooster ze totdat de noten goudbruin beginnen te worden en geurig zijn, ongeveer 45 minuten. Houd de noten goed in de gaten terwijl ze in de oven liggen, want ze verbranden snel. Zodra ze geroosterd zijn, zet je de noten opzij om af te koelen.|Bedek de cranberry's met warm water, en laat ze weken terwijl je het deeg maakt.|Meng de tarwebloem en patentbloem met het warme water in de kom van een mixer of een mengkom, en meng het tot een stevig deeg. Dek de kom af met plasticfolie en laat dit 30 minuten rusten.|Meng de zuurdesem basis en het zout erdoor en kneed tot het deeg glad en elastisch is, 3 tot 5 minuten als je een mixer gebruikt en 9 tot 11 minuten met de hand.|Giet de cranberry's af en kneed ze door het deeg samen met de pecannoten. Kneed nog eens 1 of 2 minuten, om ze volledig op te nemen in het deeg. Vet een grote kom lichtjes in met olie en draai het deeg rond in de kom zodat het bedekt is met de olie. Dek af met een lichte doek en laat het rijzen op een warme plaats (27 tot 35 graden C) tot het verdubbeld is in volume, 4 tot 6 uur.|Sla het deeg niet neer. Leg het deeg op een licht met bloem bestoven werkvlak en vorm er een rond brood van. Laat 10 minuten rusten. Vorm het deeg tot een rond of langwerpig brood, leg het brood op een vel bakpapier dat licht bestoven is met bloem, en laat rijzen tot het bijna verdubbeld is in grootte, 1 tot 2 uur.|Verwarm de oven voor op 200 C / gasoven stand 6. Als je een steen gebruikt om op te bakken, laat deze dan vóór het bakken minstens 45 minuten opwarmen in de oven.|Bestrijk de bovenkant van het brood met water, en maak met een scherp mes ondiepe sneden in het brood. Plaats het brood op het bakpapier in de oven, bovenop op een bakplaat of steen, en bak tot het bruin is en het brood hol klinkt als je erop klopt, 30 tot 35 minuten. Leg het brood op een rooster, bestrijk met gesmolten boter en laat afkoelen gedurende ten minste een uur vóór het aansnijden.","<span class=""mediumStar rating45""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/3f4d5294-8848-45c4-87ab-836d9aa52701.jpg,(10),Cranberry pecannoten brood,80 gr grof gehakte pecannoten|90 gr gedroogde cranberry's|200 gr tarwebloem|190 gr patentbloem|250 ml warm water (25 graden C)|190 gr zuurdesem basis|1 1/2 theelepel zout|1 eetlepel gesmolten boter,30,"1,45"
"Doe de melk, blokjes boter en losgeklopte eieren onderin de pan van de broodbakmachine.|Meng bloem, glutenmeel, volkorenmeel, bruine basterdsuiker, kaneel, zout, rozijnen door elkaar en doe dit op de natte ingrediënten in de broodbakmachine.|Maak een kuiltje in het meel en strooi hierin de gist.|Zet de machine op de stand voor een zoet brood en zet direct aan (geen timer gebruiken in verband met de bederfelijkheid van melk en eieren).|OF: zet de machine op de stand voor deeg (dit duurt gemiddeld 1 1/2 uur). Haal het deeg uit de pan, kneed losjes door en leg in een ingevet en bebloemd bakblik voor brood. Laat het brood nu nog op een warme plaats ongeveer 40 minuten rijzen. Verwarm de oven voor op 200°C. Bak het brood in ongeveer 25 minuten bruin en gaar. Als je er op klopt, moet het hol klinken. Laat het brood helemaal afkoelen voordat je het snijdt.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/fed9c817-cc42-48fd-897e-e9930dec6cc6.jpg,(0),Rozijnenbrood met noten uit de broodbakmachine,"200 ml melk|50 gr boter, in blokjes|2 eieren, losgeklopt|320 gr bloem|20 gr glutenmeel|10 gr volkorenmeel (of emmer/rogge/lijnzaad...)|20 gr bruine basterdsuiker|1 theelepel kaneel|Snufje zout|150 gr rozijnen|Zakje (7g) gist|50 gr gehakte pecannoten of walnoten",10,"3,10"
"Los de gist op in het lauwe water. Laat 5 minuten staan, totdat het schuimig is.|Meng het meel met het zout en de helft van de gesneden kruiden. Leg de andere helft van de kruiden in een gesloten bakje in de koelkast, totdat je ze gaat gebruiken.|Maak een kuiltje in het meel en voeg het gist-mengsel toe. Kneed het meel en water 5 minuten tot een glad deeg ontstaat. Bedek met een vochtige doek en laat 2 uur rijzen op een warme plek.|Na 2 uur, smeer je een grote kom in met wat olie en de in de koelkast bewaarde kruiden. Kneed het deeg en leg in de kom. Bedek weer en laat rijzen tot het is verdubbeld in grootte, in ongeveer 40 minuten.|Verwarm de oven voor tot 250°C / gasoven stand 8. Leg bakpapier op een rechthoekige bakplaat (40 x 30 cm).|Leg het deeg op de bakplaat. Rek het deeg voorzichtig uit tot een rechthoek, zonder dat het inzakt. Verdeel de tomaatjes over het deeg. Laat nog eens 15 minuten rijzen.|Leg de focaccia in de voorverwarmde oven, verlaag de temperatuur tot 220°C / gasoven stand 7 and bak 25 minuten.","<span class=""mediumStar rating4""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/e1d70e35-78cd-413a-99fd-fc8f1542509e.jpg,(1),Focaccia met tomaten en kruiden,"25 gr verse gist (of 2 1/2 theelepels gedroogde gist)|400 ml lauw water|500 gr tarwemeel voor witbrood|1 1/2 theelepel zout|6 eetlepels gesneden verse kruiden (rozemarijn, salie, oregano)|3 eetlepels extra vergine olijfolie|150 gr kerstomaatjes, gehalveerd",25,"3,50"
Doe de ingrediënten in de kneedmachine in de volgorde aangegeven door de fabrikant. Laat het deeg gedurende een 8 à 10 minuten kneden in de kneedmachine. Na het kneden moet men een mooi glad deeg bekomen. Temperatuur van het deeg: 24 à 26 °C.|Laat het deeg rijzen gedurende 20 minuten. Weeg de deegstukken af en bol ze op.|Laat ze gedurende 10 à 15 minuten rusten en bol ze op of maak ze lang naargelang het eindproduct.|Laat het deeg rusten gedurende ongeveer 45 minuten. Bak ze af met stoom gedurende 40 à 45 minuten op 220 °C.,"<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/90bf3eef-21fe-4058-870f-2d1f82aa6bfd.jpg,(0),Wit boerenbrood,"400 gr bloem|210 ml water|10 gr gist|6,4 gr zout|6 gr olijfolie",10,"2,10"
"Spoel een klein kommetje om met water, en doe er een theelepel suiker in.
|Meet 200 ml water af in een maatbeker, breng een beetje water aan de kook, en vul de maatbeker aan tot 325 ml met kokend water (dit om water van ongeveer lichaamstemperatuur te krijgen.)
|Roer even in het water, giet dan de helft in het kommetje met suiker, voeg het gistpoeder toe en roer het voorzichtig, om alle gist op te lossen.
|Kijk hoeveel water er over is in de maatbeker, gooi dat water weg, maar verhit in de magnetron diezelfde hoeveelheid melk tot het bijna kookt.
|Doe het zout in een grote kom, voeg het volkorenmeel toe, maak er een kuiltje in, doe daarin de suiker en de olijfolie, en dan de melk. Roer het goed door elkaar,  het mag niet warmer zijn dan lichaamstemperatuur (controleer desnoods met een druppeltje op je pols, net als een babyflesje.)
|In een paar minuten komt de gedroogde gist weer tot leven en begint het te schuimen, voeg het dan bij het volkorenmeel, roer het met een stevige houten lepel goed door elkaar, strooi dan de bloem erover, dek de kom af, en laat het een uur staan - of begin meteen met kneden.
|Meng de bloem door het sponsdeeg, eerst met de houten lepel, dan met de hand. Als het deeg te nat is en helemaal aan de hand blijft kleven, voeg dan wat bloem toe (een eetlepel) - of voeg wat water (2-3 theelepels) toe als het te droog is. Laat het een paar minuten rusten als het goed gemengd is.
|Kneed het deeg acht tot tien minuten direct op het aanrecht (als het geen tegeltjes zijn) of op een zware snijplank: knijp het samen tussen vingers en bovenhand, druk het plat met de handpalmen, draai het een kwart, en knijp en druk het weer samen; druk het deeg af en toe plat tot een lap en vouw die dubbel, druk het weer samen enz.
|Maak een bal van het deeg, doe het in de grote kom, dek die af, en laat het op een warme plaats een uur rijzen.
|Doe een paar eetlepels suiker in een grote pan met 2-3 liter en breng het aan de kook.
|Verwarm de oven voor op 225 C.
|Leg een stuk bakpapier op een bakplaat. 
|Druk het gerezen deeg in met een vuist en kneed het even licht; verdeel het in balletjes van ca 65 g, en rol die uit tot tot staafjes van ca. 10 cm lang.
|Laat de deegstaafjes een paar minuten rusten, en doe ze dan in groepjes van 3 in het kokende water, rol ze om als ze blijven drijven; neem ze binnen een minuut weer uit het water met een schuimspaan en leg ze op de bakplaat.
|Bak de bagelstaafjes 18 tot 20 minuten op 225 C., neem ze uit de oven en laat ze een paar minuten afkoelen op een rekje.","<span class=""mediumStar rating0""></span>",http://nlcdn.ar-cdn.com/recipes/xlarge/a4cf7311-2332-4a4b-a923-55149631472f.jpg,(0),Bagels (Staafjes),285 g volkorenmeel|2 afgestreken theelepels (6 g) zout|1 eetlepel en 1 theelepel suiker|325 ml water|180 ml melk|3 theelepels (1 zakje) gist|235 g bloem|2 eetlepels olijfolie|2-3 liter kokend water|3-4 eetlepels suiker,35,3
