text,food
Late Sunday Mornings are for good coffee and amusing reads \u2615\ufe0f. #coffee #magazines #terras #french #brasserie #amsterdam #amsterdamfood #barbreitner #brasseriebreitner,['coffee']
"I can't stop looking at this divine, mouth-watering steak tartare Masterpiece. Great shot @jasmijnengering, thank you\U0001f44c! #brasseriebreitner #masterpiece #divine #amsterdamfood #steaktartaar #foodporn #brasserie #barbreitner #amsterdamwest #thankyouamsterdam","['steak', 'tartare', 'steak tartare']"
Cup Of Joe And Some Pie #coffee #capuccino #cheesecake #food #foodporn #instafood #amsterdam #amsterdamfood,"['pie', 'coffee', 'cheesecake']"
"\U0001f41f \u25a1 Fresh Dutch Waffle \u25a0 @ Zaanse Schans, Amsterdam \u25a1 \u20ac2.00 \u25a0 This freshly made Dutch waffle was warmly served with syrup-like stuffing filling between the two thin slices of waffle.  #fresh #dutch #waffle #Amsterdam #holland #netherlands #Amsterdamfood #dessert #dessertlover #sweet #hkfood #hkfoodies #hkfood #foodie #foodies #foodlover #foodstagram #instafood #foodporn #yum #nomnom #hkiger #igers #igersdaily #hkig","['waffle', 'syrup']"
"#fbf to this ""Wagamama Ramen"" we had at the preview opening of Wagamama Central Station Amsterdam! \U0001f35c\U0001f35c\U0001f35c #wagamama #wagamamaamsterdam #noodlesoup #ramen #japanesefood #asianfood #soup #noodles #grilledchicken #pork #shrimps #eggs #misosoup #chikuwa #mussels #food #amsterdamfood #bbqpork #foodie #foodblog #blogger #foodporn #ramennoodles #tippedbylea","['ramen', 'soup', 'noodles', 'pork', 'eggs', 'mussels']"
Chilli Burger #chilli #burger #cheese #lettuce #jalapenos #meat #fries #onionrings #lemon #mayo #food#foodporn#foodie #amsterdamfood #amsterdam #great#meal#diner #beer #beerlover,"['chilli', 'cheese', 'lettuce', 'meat', 'lemon', 'beer']"
"Some gorgeous little tarts from ""Petit G\xe2teau"" @foodhallen my favourite has to be the ""tarte tatin"" \U0001f60b\U0001f44c #iamsterdam #foodhallen #petitg\xe2teau #amsterdam #amsterdamfood #amsterdamtrip #amsterdamspots #sweettreats #tarts #tartetatin #foodporn #instafood #igpics #igers #igaddict #ilovefood #culinaryadventure #allwedidwaseat #food #foodstagram #foodiepics #stuandkatesfoodadventure",['tarte tatin']
"Midsummer night celebration the best way we know how: around 2 o'clock at night, eating lots and lots of the best c\xf4te de boeuf and drinking magnum bottles of wine.",['wine']
"Tonight's special starter is a delicious fresh Pulpo Salad with romaine lettuce, chickpeas and green peas. Very tasty combined with an orange garnished gin-tonic.  Sant\xe9 to Sunday!  #barbreitner #saladepulpo #salad #chickpeas #gintonic #chanel #amsterdamfood #amsterdamwest #brasserie #breitner","['salad', 'lettuce', 'peas', 'orange', 'gin']"
We like to share meat and get dirty. \U0001f4f7 by @nickystalknecht #cafecarbon #depijp #vanwoustraat #meatlovers #amsterdamfood,['meat']
World famous #gouda #cheese in the making! What's your favorite Dutch cheese? #amsterdamfood #netherlands #Holland #howissummer #tasteintravel #instagram #yesletstravel #eurotrip2015 #passionpassport #wegosolo #wanderlust #yummyinmytummy #thankyouamsterdam #amsterdamworld,['cheese']
\u0423\u043b\u0438\u0447\u043d\u0430\u044f \u0435\u0434\u0430 \u0410\u043c\u0441\u0442\u0435\u0440\u0434\u0430\u043c\u0430... \u041d\u0443 \u0432\u043e\u0442 \u043a\u0430\u043a \u043c\u043e\u0436\u043d\u043e \u043d\u0435 \u043b\u044e\u0431\u0438\u0442\u044c \u044d\u0442\u043e\u0442 \u0433\u043e\u0440\u043e\u0434?))) #streetfood #albertcuypmarket #albertcuypmarkt #oysters #seafood #tuna #tataki #sashimi #foodporn #foodstagram #foodgasm #salmon #fish #vishandel #amsterdamfood #photooftheday #foodphoto,"['seafood', 'tuna', 'sashimi', 'salmon', 'fish']"
\u0427\u0442\u043e \u0435\u0449\u0435 \u043c\u043e\u0436\u043d\u043e \u0441\u044a\u0435\u0441\u0442\u044c \u0432 \u0410\u043c\u0441\u0442\u0435\u0440\u0434\u0430\u043c\u0435 \u043d\u0430 \u0445\u043e\u0434\u0443. . #streetfood #amsterdamfood #Yummy #waffle #doner #frozenyogurt #foodporn #foodphoto #albertcuypmarkt #foodstagram #instafood,['waffle']
It's almost weekend and the Sun's up! Go spoil yourself with some outside wining and dining.  #frenchfries #steak #bearnaise #amsterdamfood #amsterdamwest #barbreitner #wine,"['steak', 'wine']"
I may or may not have licked my icecream before I took this picture..\U0001f64a But how can one resist bubblegum or white chocolate icecream..\U0001f367 www.hotspot-hunter.com,"['bubblegum', 'chocolate', 'white chocolate']"
Delicious dinner\U0001f35c\U0001f44c\U0001f3fc\U0001f1f3\U0001f1f1 #delicious #dinner #salat #chicken #soya #chili #pho91 #amsterdamfood #foodie #amsterdam #vacation,['pho']
Heading to #Amsterdam ... Little review of Mook Pancakes up on the blog. Link in bio!  #mookpancakes #amsterdamcity #amsterdamfood #dutchpancakes #stephosnacks #travelingram #traveltheworld #eattheworld #pancakes #salmon #hummus #buzzfeedfood #feedfeed #tourist #instafood #foodstagram #pancakestack,"['salmon', 'hummus']"
Amazing #carribean food tonight at #platoloco in #amsterdam with @eefberends - #ribs #empanadas #croquettas #coleslaw and local #beer #shitcouldbeworse - #food #instafood #nothealthy #delicious #outandabout #amsterdamfood #hotspot #foodie #treatyoself #luckybastards #meat #carnivorous,"['coleslaw', 'beer', 'meat']"
"Bread, cheese, fruit & jam at Gebroeders Niemeijer, Amsterdam #huaweisnapys #justeatsnapys","['bread', 'cheese', 'fruit', 'jam']"
Bitterball testing at foodhallen! Pretty damn good! @deballenbar check out our blog post about culinary amsterdam!  #bitterballen #foodhallen #foodporn #tattooedfoodies #tattooedfoodiesdoamsterdam #belgianblogger #amsterdamned #amsterdamfood #dutchfood #amsterdam #24hoursinamsterdam #instagramsterdam #igersofbelgium #foodie #foodphotography #foodpics #love #family #roadtrip #foodtrip #holland,['bitterballen']
"Joe's in love. And not with me! Lol Or at least not only with me. These are ""bitterballen"" - like meatballs if meatballs were made of gravy... I don't know how else to explain. These are made of veal - they can be made of beef. It's like a really thick (and tasty) gravy texture on the inside, with a crisp fried breadcrumb texture on the outside. We had a mustard sauce and two other mystery sauces (although I suspect the white one is just a bomb mayonnaise.) In any case Joe is a huge fan! I ordered them mostly because the name rocks, but ended up being happy with the order.  #bitterballen #honeymoon #sogood #delicious #europeantravel #amsterdam #netherlands #amsterdamfood #veal #mustard #mayonnaise #europeanfood #nomnomnom #travelfood","['bitterballen', 'veal', 'beef', 'mustard', 'sauce', 'mayonnaise']"
"While I love the fancy sauces and elaborate mixes we've tried (Scotch whisky creme br\xfbl\xe9e anyone?) I've found something I love here in Europe is how many times we've gotten ""plain"" or simple food - and it's so freaking good. This is basically a simple grass-fed (which is pretty redundant everywhere around here) beef steak, chips (fries) and a whipped mayonnaise. And it's awesome. You can really taste the beef. And Joe almost licked the mayonnaise bowl.  #simplefood #travelfood #nomnomnom #europeanfood #mayonnaise #amsterdamfood #netherlands #amsterdam #fries #chips #steak #simpleanddelicious #honeymoon","['beef', 'steak', 'chips', 'mayonnaise', 'scotch whisky']"
"#lunch today was #sushi with my colleague in a new food hall in zuidas. I'm not a fan of sushi with fried/cooked stuff in it, but still it was the best sushi I had in #zuidas area so far I think... Hope it will stay like this! #lunchbreak #officelife #indulgingmyself #eatingout #introverteats #instafoodie #vscofood #vscocam #vsco #foodporn #amsterdamfood",['sushi']
Patatas bravas - spicy roast potatoes. SUPER delicious. #sogood #honeymoon #europe #netherlands #amsterdam #amsterdamfood #potatoes #patatasbravas #patatas #fries #travel #travelfood,"['potatoes', 'patatas bravas']"
"There used to be this restaurant on Westerstraat called Fraiche, but then they moved over to Cut Throat and a place called Gin Neo moved in where Fraiche was but then everyone blinked and the Gin Neo people swapped out the Westerstraat location with their other restaurant The Fish Toko and moved Gin Neo to a place on Noorderstraat where Frya used to be. Make sense? Anyway, there's a place called The Fish Toko on Westerstraat and it's pretty good. They have fish tacos every day and seafood ramen (!!) on Sundays. Check it out.  #sightseenapp  #Amsterdam #iamsterdam #igersamsterdam #amsterdamcity #amsterdamlife #amstergram #gramthedam #amsterdamworld #thankyouamsterdam #instaamsterdam #bestofamsterdam #visitamsterdam #amsterdamshots #amsterdambound #amsterdamstyle #amsterdamfood #eurotravel #amsterdamfoodie #amsterdamhotspot #thefishtoko #ginneo #noorderstraat19 @jinhu_","['gin', 'fish', 'seafood', 'ramen']"
Onze cranberry bonbon blijft \xe9\xe9n van de favorieten \U0001f60b\U0001f36b #vansoest #utrechtsestraat #chocolade #chocolate #iamsterdam #amsterdamcityguide #lostinamsterdam #amsterdamworld #amsterdamcity #amsterdamtrip #amsterdamshots #amsterdamfood #amsterdamlife #atamsterdam #cranberry,"['cranberry', 'bonbon', 'chocolate']"
Be Italian also in the Netherlands. #mazzo#marioandi#delicious#lovefood#italianstyle#bruschetta#restaurantamsterdam#placestogo#amazingplaces#amsterdamdiscover#foodblogger#food#followforfollow#like4like#yummy#olanda#netherlands#cenaitaliana#italiandinner#spritz#aperitivo#pesto#mazzoamsterdam#mazzo#bestplaces#amsterdamfood#amsterdamfoodies#amsterdam#foodporn#foodiesamsterdam,['pesto']
It's good to be back! Time for some home made pizza!,['pizza']
- What would be Amsterdam without Flemish frites? \U0001f35f\U0001f60b Some says that's a must in Amsterdam \U0001f609 And this one @ Vleminckx Sausmeesters is maybe the best \U0001f44d\U0001f3fc ---- epost @friendseattheworld Thank you for tagging us on the picture \U0001f44d\U0001f3fc ------ #food #amsterdam #amsterdamcity #amsterdam\U0001f1f3\U0001f1f1 #amsterdamlife #amsterdamworld #amsterdamweed #amsterdamcanals #schipol #schipolairport #ams #harlem #hoofddorp #zandvoort #zaandam #diemen #ijmeer #amsterdamairport #klm #amsterdamfood #amsterdam2016 #amsterdamarena #amsterdamsebos #amsterdamn #amsterdamnoord #amsterdamoost #amsterdamcentraal #amsterdamstreetart #frenchfries #flemishfries,['frites']
CHIPS IN'A CONE \U0001f35f #amsterdam #chips #dutchfries #instafood #amsterdamfood #cones #fries #weekend #getaway #citylife #couplesthateattogether #cheattogether,['chips']
Time for some wild fish! \U0001f30a\U0001f30a\U0001f30a\U0001f41f\U0001f30a\U0001f30a\U0001f30a,['fish']
Lunch! @zazanbm  Watermeloen munt feta gechopt rood uitje en een handje olijfjes \U0001f64c,['feta']
"No time, no mood and no energy to cook tonight??? Come and grab some freshly prepared pho to take away!!! And for the lazy ones among us... we also could deliver it to your doorstep!!! For more info: please visit www.hellooishii.nl or call 06-33337007!!! \U0001f35c\U0001f363 \u260e\ufe0f\U0001f35c\u260e\ufe0f\U0001f35c\u260e\ufe0f\U0001f35c\u260e\ufe0f\U0001f35c\u260e\ufe0f\U0001f35c\u260e\ufe0f\U0001f35c\u260e\ufe0f #amsterdamzuidas, #zuidas, #amsterdamzuid, #amstelveen, #amstergram, #wtcamsterdam, #igersamsterdam, #gustavmahlerlaan, #bestofamsterdam, #hellovietnam, #gramthedam, #geefmijmaaramsterdam, #mahlerplein, #igamsterdam, #ig_amsterdam, #itotoren, #amsterdamlife, #igersamsterdam, #igersnetherlands, #loves_amsterdam, #mokummagazine, #travelamsterdam, #oishiisushi, #amsterdamworld, #amsterdamfood, #dutchblogger, #dutchfoodie, #market33, #igams, #iamsterdam",['pho']
Good morning \u2600\ufe0f. Pepsi with a view!  #pepsi #rooftop #heinekenexperience #amsterdam #amsterdamfood #viewoftheday #netherlands #holland #traveltheworld #travelfood #bynorhan,['pepsi']
"Pumpkin pancakes with walnuts, fresh cream, pumpkin seeds and berries \U0001f44a\U0001f3fc #wheninamsterdam #amsterdamfood #thebreakfastclub #amsterdam #amsterdamfoodie #foodie #food #foodporn #breakfast #holland #netherlands #pancakes #raspberry #sweetpotatoes #pumpkin #rasberries #strawberry #travel #travelfood #foodforthought #bynorhan","['pumpkin', 'cream', 'raspberry', 'strawberry']"
Really good #chinesefood. Loved the #oysters and #dimsum for starters and #pekinduck and #charsiu #pork with perfectly cooked rice beneath soaking up all the #umami goodness! #willbebacksoon #amsterdamfood #introverteats #foodporn #instafood #vscocam #vscofood #vsco,"['pork', 'rice']"
"It's going to be a hot summer day today (...finally)!!! Our Hello Vietnam and Oishii Sushi Team is already preparing some light and refreshing dishes for all our customers. Come and try our Temaki set or our Oishii set!!! If you could not decide, just try them both!!! They are really delicious!!! \U0001f363\U0001f378 \U0001f363\U0001f378\U0001f363\U0001f378\U0001f363\U0001f378\U0001f363\U0001f378\U0001f363\U0001f378\U0001f363\U0001f378\U0001f363\U0001f378\U0001f363 #amsterdamzuidas, #zuidas, #amsterdamzuid, #amstelveen, #amstergram, #wtcamsterdam, #igersamsterdam, #gustavmahlerlaan, #bestofamsterdam, #hellovietnam, #gramthedam, #geefmijmaaramsterdam, #mahlerplein, #igamsterdam, #ig_amsterdam, #itotoren, #amsterdamlife, #igersamsterdam, #igersnetherlands, #loves_amsterdam, #mokummagazine, #travelamsterdam, #oishiisushi, #amsterdamworld, #amsterdamfood, #dutchblogger, #dutchfoodie, #market33, #igams, #iamsterdam",['sushi']
Living like a queen on payday \U0001f451. This pizza is a real treat.. Not lathered with cheese so I can enjoy those awesome roasted veggies\u2764\u2764,"['pizza', 'cheese']"
Dit warme weer vraagt om Italiaans ijs\U0001f366\U0001f44c\U0001f3fb\u2600\ufe0f #vansoest #utrechtsestraat #chocolade #chocolate #iamsterdam #amsterdamcityguide #lostinamsterdam #amsterdamworld #amsterdamcity #amsterdamtrip #amsterdamshots #amsterdamfood #amsterdamlife #atamsterdam \U0001f4f7 by @severine_amsterdam,['chocolate']
#Chili #cheese #nachos : rolling all weekend at the @oedipusbrewing brewery \U0001f60e  Fresh #tortilla chips  Homemade #chiliconcarne  Sour cream Jalape\xf1os  Corn  #amsterdamfood #amsterdam #amsterdamnoord #pubgrub #bigfatjuicy,"['cheese', 'nachos', 'tortilla', 'chips', 'cream', 'corn']"
"Es ist soweit, das n\xe4chste Video aus Holland ist online! (\u25b6\ufe0fL I N K - IN - B I O! \u25c0\ufe0f) Heute gibt es dieses besondere Eis: ""GREEK STYLE FROZEN YOGHURT STRAWBERRY SHORTCAKE "" - A little little bit lighter than the other ones from BJ... \U0001f648 #greekstylefrozenyogurt from #benandjerrys was something new! \U0001f60d #urlaubsfeeling s Review! MIT MIR(-:\u25c0\ufe0f\U0001f643\U0001f64b\U0001f3fd #amsterdam & #holland thank You \U0001f61c did you try Summer of Ben & Jerry's frozen yoghurt??? #benandjerrysgreekstyle #benjerry #benandjerrysfrozenyogurt #foodporn #foodie #amsterdamfood #benjerrysspecial #fairtradeicecream #fairtrade #girlswithmuscle #girlswhosquat #girlswholift #lifting #cheat #cheatmeal #dutchfood @benjerrysnl  #iifym #strawberry #shortcake #strawberryshortcake #greekjoghurt #eisreview #icecreamlover","['yoghurt', 'strawberry', 'shortcake']"
"Heya, the secret sauce speaking,  Hanging at Sir Hummus for a while, I overheard so much gossip about me. Some people assume I\u2019m made of avocado or tahini. Others are convinced I\u2019m liquid Wasabi.  Everybody tries to crack the secret that makes me awesome, but here\u2019s the honest truth: I just don't know. I am bit like superman. No clue what I\u2019m made of or where I came from. Only thing I know is that I\u2019m VEGAN. And I\u2019m allergic to Kryptonite.  It makes me happy to know a Sir Hummus plate isn\u2019t complete without me! \U0001f917","['sauce', 'hummus', 'avocado', 'tahini', 'wasabi']"
"Surf and turf origanal! : crispy pork belly in a lobster jus, crayfish roasterd corn and jacked sweet patato... so question wich beer would you serve with this? #beerpairing #beerandfood #foodphotography #foodporn #forks #beer #beerfood #craftbeer #foodies #surfandturf #porkbelly #bbq #bbqyhea #original @davidchang @anthonybourdain #amsterdam #iamsterdam #amsterdamfood #organicfood #organicveggies #soon@bret.amsterdam","['pork', 'lobster', 'corn', 'beer']"
"One of my favorite places in Amsterdam for a delicious brunch! Try these healthy Benedict eggs with smoked wild salmon, avocado and spinach. Eggs contain a little bit of almost every nutrient we need (vitamin A, D, E, B12, calcium, zinc...) Eggs raise ""good"" cholesterol (HDL) which is linked to a lower risk of heart disease and stroke. #healthyfood #amsterdamfood #localfood #healthyeating #eggsbenedict #foodlover #heartyfoodjourney #foods4Thought","['eggs', 'salmon', 'avocado', 'spinach']"
"I found Dori and Nemo and eat them - Our last epic meal of the weekend \U0001f60b\U0001f420\U0001f980\U0001f41f - Diets don't have any power in Amsterdam! This Seafood combination Plateau has every sea food I could possibly want, will miss this when back in Berlin. \U0001f420\U0001f980\U0001f41f #seafoodamsterdam #amsterdamfood #amsterdamrestaurants #seafood #seafoodfest #epicmeal #mydinnerisbetterthanyours #foodporn #bestseafoodieverhad #giatravels #iloveamsterdam #berlinfoodieinamsterdam #instatravel #eatingmywaythroughamsterdam #delicious #nomnom",['seafood']
"- For Hummus and Pita lovers, the best place in Amsterdam \U0001f44c\U0001f3fc\U0001f60b\U0001f60b ---- A repost of @friendseattheworld Thank you for tagging us on the picture \U0001f44d\U0001f3fc ------ #food #amsterdam #amsterdamcity #amsterdam\U0001f1f3\U0001f1f1 #amsterdamlife #amsterdamworld #amsterdamweed #amsterdamcanals #schipol #schipolairport #ams #harlem #hoofddorp #zandvoort #zaandam #diemen #ijmeer #amsterdamairport #klm #amsterdamfood #amsterdam2016 #amsterdamarena #amsterdamsebos #amsterdamn #amsterdamnoord #amsterdamoost #amsterdamcentraal #amsterdamstreetart #lovefood","['hummus', 'pita']"
Vegetarian dish. #fotd #foodgasm #fooddiaries #foodforthought #foodstagram #foodphotographer #foodforfoodies #foodstyling #foodspotting #foodtraveller #foodtography #foodphotographer #foodphotography #foodpics #dekersentuin #amsterdamfood #enamourez #enamoureztraveldiary #enamourezinamsterdam #vscofood #vscotravel #vscoart #artofplating #instafood #foodandtravel #globaltrotter #lonelyplanet #traveltheworld,['vegetarian']
The most presentable looking scrambled eggs I've ever seen.. \U0001f373\U0001f373 #amsterdamfood #breakfastforlunch,['eggs']
Time for dutch mussels!\U0001f60c\U0001f44c,['mussels']
"Great veggi lunch, greenery & cakes at De Bolhoed. Definitely try the sugarfree mango, yoghurt & date cake \U0001f370 it's just perfect \U0001f44c\U0001f3fb #superfood #veggi #veganfood #sugarfree #bestplacestogo #thegreenerthebetter #citylife #greencitylife #urbangreen #amsterdam #amsterdamfood #animistcitylife #nature_lovers #prinsengracht #greenery #naturehippys #thehappynow #visualsgang #bbctravel #vscoamsterdam #green #hotspot #greenlife  #amsterdamworld #igersamsterdam #getoutstayout","['mango', 'yoghurt', 'cake']"
Summer light in our window !!! #oliveandcookie #amsterdam #depijp #depijpamsterdam #vegetarian #vegetarisch #vegan #love #family #homemade #food #foodiegram #foodgram #instagood #instafood #amsterdamfood #foodamsterdam #photooftheday #foodpicture #slow #eating #eat #lunch #dinner #yummy,['vegetarian']
"Lamb chops, cauliflower, and a piece of neck meat (this little piece made the dish much more enjoyable). (4/5) #FoodHunt #OPAbroad #OPMichelin #OPFrenchHunt #opmeathunt #amsterdamfood","['lamb', 'cauliflower', 'meat']"
"Nu ook in ons sauzen assortiment : JOPPIE SAUS! Proeven ? Liefs, Moeke #MoekesZeedijk #Amsterdam #Zeedijk #Amsterdamfood #food #ambachtelijk #homemade #friet #patatje #fries #kipsat\xe9 #chickensatay #pulledpork #falafel #bestesat\xe9saus",['falafel']
"Things to do with your mom on rainy weekend afternoons: #coffee and #cake at #Pompadour #Patisserie in the #9straatjes, with its charming 18th century interior  #chocolatecake #taart #yumyum #uglylightsthough #teatime #zagat #wheretoeatcakeinamsterdam #eater #shoppinginamsterdam #instafood #amsterdamfood #amsterdamguide #latergram","['coffee', 'cake', 'coffee cake']"
"Drink cold brew in the morning, ding ding, cold brew in the evening dong dong...home made with Spot on coffee roasters ethiopian sidamo  and sweetened with agave siroop #koffie #koffietijd #coffee #coffeetime #coldbrew #coldbrewcoffee #amsterdamcoffee #amsterdam #amsterdamfood #baristalife #homemade #agave #sidamocoffee #colddrip #coldbrewcoffee",['coffee']
Great business meeting over a bloodyMary or two with the main chocolate man himself @oliverschocolateparties @oli_dunn_choc @gggggssss #g #bloodymary #chocolate #amsterdam #amsterdamchocolate #oliverschocolateparties #amsterdamfood #amsterdamfoodie #instaamsterdam,['chocolate']
"A father sits down to eat with his two young daughters and asks: what came first, the magic or the egg(s)? \U0001f60f\U0001f49e",['egg']
"I might not have been brave enough to pick it up by the tail and eat it whole like you're supposed to, but at least I can say I tried the famous Dutch raw herring (don't think I'll have it again though - sorry Amsterdam!) \U0001f41f\U0001f1f3\U0001f1f1",['herring']
"Spent the day exploring Amsterdam with @niscovery \U0001f4f8 Our little tour included hiding from the rain, spying rich houses everywhere as well as finding a great Middle Eastern cuisine place with great humus, tahini and everything! \U0001f64a Be forewarned, latergrams will follow! Here's to a good time with new friends and old \U0001f44c\U0001f3fb",['tahini']
New in town: Bar James #food #vegan #vegetarian #food #healthychoices #home #amsterdam #oost #javastraat #whatveganseat #amsterdamfood #explore #exploreeverything,['vegetarian']
\u2600\ufe0fLast summer we were all crazy about quinoa salads. This summer seems to be about Amsterdam's healthy Hawaiian Poke bowl \U0001f35a. \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2618\U0001f340 It consists of Steamed rice + Marinated Salmon+ Avocado +Edamame beans + Lettuce. \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800HAPPY SUNDAY Y'ALL\U0001f596\U0001f3fc\U0001f680. \u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800\u2800#BcnMetropole #TodayInAmsterdam #TomorrowIDK #foodhallen #foodhallenamsterdam #Amsterdamfood #amsterdam #holland #hollandfood #pokebowl,"['quinoa', 'rice', 'salmon', 'avocado', 'beans', 'lettuce']"
"I ordered special ketchup thinking it was some really cool sauce. But turns out, it's just ketchup, LOTS of mayo, and onions..\U0001f605 it was pretty good though! #amsterdamfood","['ketchup', 'sauce']"
Amsterdam knows how to make waffles.  #foodporn #waffles #instaphoto #foodlover #foodgasm #waffletime #waffle #Amsterdam #Amsterdamfood,['waffle']
"Schilders, daar drink je bier uit een pul! Het eten is prima, maar ik zou elders gaan eten & vervolgens hier je biertje gaan drinken!  Schilders, Eerste van der Helststraat 45  #Amsterdam #amsterdamfoodspots #amsterdamfood #cafeschilders #burgertime #satey #salad #eatclean #fuckoffkate",['salad']
"When you're in Amsterdam, don't forget to stop for some ""appeltaart met slagroom"" and ""koffie verkeerd"" -\ufe0fit will be heaven, I promise!  #amsterdam #amsterdamfood #amsterdamtips #netherlands #holland #appeltaart #applepie #apfelkuchen #sahne #cream #slagroom #cake #staysafeeatcake #coffee #kaffee #milchkaffee #coffeetime #koffieverkeerd #winkel43 #cafewinkel \xa0#coffeeandcake #instafood #sweettooth #sweets #foodie #yummie","['cream', 'cake', 'coffee']"
"Chicken & Waffles from ""Cut Throat Barber & Coffee"" in Amsterdam! \U0001f488+ \U0001f374 = \u261d\U0001f3fdCheck them out! #cutthroatbarber #cutthroatbarbershop #cutthroatbarberandcoffee #cutthroatbarbers #cutthroatamsterdam #barberamsterdam #barbershop #lunchamsterdam #brunchsterdam #brunch #lunch #chickenandwaffles #amsterdam #amsterdamfood #foodie #foodporn #foodpic #chicken #friedchicken #foodblog #foodblogger #tippedbylea",['coffee']
\U0001f354\U0001f354\U0001f354 200 Gramm Irish Beef Burger with Sweet Chili Pineapple \U0001f354\U0001f354\U0001f354 - #Burgerbar #amsterdam #amsterdamfood #burger #burgerporn #beef #irishbeef #goodburger #meatlove #meat #beeflovers #bun #patty #amsterdamfoodie #burgerthat #burger\U0001f354 #sonyA6000 #instaburger #pineapple #myburgerbarburger,"['beef', 'pineapple', 'meat', 'bun']"
"What can I say, authentic,industrial pub decor,can be a bit noisy but they serve delicious grilled chicken with their own beer. #pastaconsardeamsterdam #amsterdam #netherlands #amsterdamrestaurants #amsterdamdining #amsterdamfood",['beer']
"Cheesecake cr\xe8me with crumble, passion fruit ice cream, and passion fruit caramel #elizabethnetherlands","['cheesecake', 'crumble', 'fruit', 'cream', 'caramel', 'ice cream']"
New fave place. #surfandturf #lobster #foodgasm #frenchfries #edsftg #amsterdamfood #restaurantgirassol #vscocam #vscofood,['lobster']
"Red velvet cake, warmed apple pie & coffee \U0001f370\u2615\ufe0f This place is a gem found in the red light district \U0001f337 #metropolitandeliamsterdam #metropolitandeli #eatcake #bestapplepie #amsterdamfood #amsterdamfoodspot #amsterdamfoodie","['cake', 'apple', 'pie', 'coffee', 'apple pie']"
"Yeah of course Pancake Sunday is fine, but honestly.. WHO WOULD WANT TO WAIT 3 MORE DAYS TO HAVE THIS?? For me, every day here is Pancake Day \U0001f481  @mookpancakes  #amsterdam #amsterdamfood #mookpancakes",['pancake']
"Our stroll on the Amsterdam Marine Land of the Dutch Navy lead us to the Scheepskameel. Well, to be honest, it was the other way round, because the rumors about this place were very positive. Entering the Scheepskameel you immediately recognize the style of its older sister Rijsel. Both restaurants are housed in historic buildings, the interior tuned to it. This building used to be an education center for Naval chefs. In a new restaurant you would expect a lot of training and learning going on, but the open kitchen seems to be an oasis of tranquillity and harmony. The menu hosts numerous small dishes with a focus on raw ingredients and not too much focus on minimalistic presentations. It is all about the taste and we think it's delicious! In the wine department the Scheepskameel has made the choice to only serve German wines. Daring, but surprisingly well done! The service is of the kind that we would like to see more in Amsterdam. Friendly, courteous, expert.  All in all: this is another go people! Reservations are required, because they have had fully booked services from the start on. \u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014 Food \u2b50\ufe0f\u2b50\ufe0f\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f Service \u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f Ambiance \u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f \u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014 Scheepskameel Kattenburgerstraat 7, building 024 020-3379680, reservations advised!  www.scheepskameel.nl Open: Tue-Sat 18.00-end \u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014 #dinner #scheepskameel #marineterrein #marine #amsterdam #amsterdamrestaurants #amsterdamfood #food #proefwerk #instafood #foodstagram #restaurantreview \u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014\u2014 Follow AMSTERDAM RESTAURANTS for more reviews of your next to know favorites.  Tag the friend that you want to bring here.",['wine']
Last night's #dinner  45 y/o restaurant! These #spareribs are to die for! Holy mother of #food \U0001f60d -------------------------------------------- #foodlovers #meat #Amsterdam #amsterdamfood #yummy #delicious #pork #love #amazing #weather #date #night #sweet #netheralands #foodporn #kiwi #salad #mustard #sauce #mayonnaise #fit #health,"['spareribs', 'meat', 'pork', 'kiwi', 'salad', 'mustard', 'sauce', 'mayonnaise']"
